student_id,school_id,class_en,class_ar,first_name_en,first_name_ar,last_name_en,last_name_ar,date_of_birth,date_of_birth_hijri,gender,registration_no,poi_number,identity_type,image_url
75,65,Third Intermediate,الثالث متوسط,Mostafa,مصطفى,Mostafa Ahmed Hassan Ibrahim,أحمد يوسف أحمد توفيق,2015-04-04,1436-04-04,Male,REG729696,128119152,National_ID,https://files.catbox.moe/pusrqu.jpg
77,659,Third Intermediate,الثالث متوسط,Rania,رانيا,Mostafa Ahmed Hassan Ibrahim,أحمد يوسف أحمد توفيق,2017-05-14,1438-05-14,Female,REG451750,137443915,National_ID,https://files.catbox.moe/mq2lyu.jpg
79,716,Third Intermediate,الثالث متوسط,Nihal,نهال,Saud Fahad Abdullah Al Saud,عمر عمر عبد الرحمن عبد الرحمن,2008-05-09,1429-05-09,Female,REG325685,289521977,National_ID,https://files.catbox.moe/mq2lyu.jpg
83,19,Third Intermediate,الثالث متوسط,Ahmed,احمد,Saud Fahad Abdullah Al Saud,عمر عمر عبد الرحمن عبد الرحمن,2007-02-11,1428-02-11,Male,REG988919,191213420,National_ID,https://files.catbox.moe/ki5ubc.jpg
88,639,Third Intermediate,الثالث متوسط,Rasha,رشا,Fahad Fahad Khalid Al Saud,عبدالله تركي سعود المطيري,2015-11-23,1436-11-23,Female,REG307496,259857639,Iqama,https://files.catbox.moe/emgnbf.jpg
90,39,Third Intermediate,الثالث متوسط,Jamil,جميل,Fahad Fahad Khalid Al Saud,عبدالله تركي سعود المطيري,2012-08-20,1433-08-20,Male,REG792092,273857876,Iqama,https://files.catbox.moe/ki5ubc.jpg
94,739,Third Intermediate,الثالث متوسط,Hala,هاله,Fahad Khalid Turki Al Harbi,يوسف طارق طارق فريد,2018-04-29,1439-04-29,Female,REG454435,132838919,National_ID,https://files.catbox.moe/mq2lyu.jpg
97,79,Third Intermediate,الثالث متوسط,Youssef,يوسف,Fahad Khalid Turki Al Harbi,يوسف طارق طارق فريد,2014-10-22,1435-10-22,Male,REG558155,144394928,National_ID,https://files.catbox.moe/pusrqu.jpg
98,26,Third Intermediate,الثالث متوسط,Abdullah,عبد الله,Fahad Khalid Turki Al Harbi,يوسف طارق طارق فريد,2018-07-07,1439-07-07,Male,REG909786,281833667,National_ID,https://files.catbox.moe/ki5ubc.jpg
236,284,Second Primary,الثاني الابتدائي,Omar,عمر,Nasser Karam Bassel Khoury,خالد باسل رامي كنعان,2013-08-05,1434-08-05,Male,REG999010,173483498,National_ID,https://files.catbox.moe/tw1jzy.jpg
238,554,Second Primary,الثاني الابتدائي,Amna,آمنة,Nasser Karam Bassel Khoury,خالد باسل رامي كنعان,2014-10-28,1435-10-28,Female,REG803353,184981474,National_ID,https://files.catbox.moe/tyqlaa.jpg
239,252,Second Primary,الثاني الابتدائي,Turki,تركي,Nasser Karam Bassel Khoury,خالد باسل رامي كنعان,2017-12-14,1438-12-14,Male,REG243109,159385716,National_ID,https://files.catbox.moe/2l6fok.jpg
240,422,Second Primary,الثاني الابتدائي,Samah,سماح,Nasser Karam Bassel Khoury,خالد باسل رامي كنعان,2011-11-18,1432-11-18,Female,REG287601,187693834,National_ID,https://files.catbox.moe/r5nj4o.jpg
243,473,Second Primary,الثاني الابتدائي,Fatima,فاطمه,Bader Jamil Bassel Kanaan,محمد محمد نور إبراهيم,2017-03-14,1438-03-14,Female,REG695257,221142935,Iqama,https://files.catbox.moe/tyqlaa.jpg
250,288,Second Primary,الثاني الابتدائي,Omar,عمر,Mansour Rami Rami Khoury,شريف يوسف مصطفى إبراهيم,2012-03-08,1433-03-08,Male,REG207967,151365231,National_ID,https://files.catbox.moe/2l6fok.jpg
255,262,Second Primary,الثاني الابتدائي,Abdelrahman,عبد الرحمن,Hisham Ahmed Ahmed Ibrahim,عبد الرحمن نور نور عبد الرحمن,2006-12-31,1427-12-31,Male,REG288668,117033306,Iqama,https://files.catbox.moe/ypraoq.jpg
256,300,Second Primary,الثاني الابتدائي,Khalid,خالد,Karim Tarek Hassan El Sayed,خالد تركي عبدالله آل سعود,2015-04-30,1436-04-30,Male,REG195995,236376872,National_ID,https://files.catbox.moe/2l6fok.jpg
258,291,Second Primary,الثاني الابتدائي,Nader,نادر,Karim Tarek Hassan El Sayed,خالد تركي عبدالله آل سعود,2010-10-07,1431-10-07,Male,REG548024,230139167,National_ID,https://files.catbox.moe/23kp94.jpg
261,265,Second Primary,الثاني الابتدائي,Tarek,طارق,Tarek Hassan Youssef Farid,حسن يوسف حسن توفيق,2012-11-04,1433-11-04,Male,REG453146,274922023,Iqama,https://files.catbox.moe/23kp94.jpg
263,244,Second Primary,الثاني الابتدائي,Ismail,إسماعيل,Tarek Hassan Youssef Farid,حسن يوسف حسن توفيق,2011-05-28,1432-05-28,Male,REG188558,112535987,Iqama,https://files.catbox.moe/23kp94.jpg
274,236,Second Primary,الثاني الابتدائي,Saud,سعود,Faisal Nader Karam Haddad,يوسف يوسف حسن محمود,2007-02-01,1428-02-01,Male,REG849085,190309993,National_ID,https://files.catbox.moe/2l6fok.jpg
278,245,Second Primary,الثاني الابتدائي,Hassan,حسن,Ahmed Hassan Mostafa Ibrahim,مصطفى أحمد حسن إبراهيم,2014-01-10,1435-01-10,Male,REG186640,246449043,Iqama,https://files.catbox.moe/tw1jzy.jpg
287,289,Second Primary,الثاني الابتدائي,Saud,سعود,Khalid Saud Fahad Al Harbi,فهد فهد خالد آل سعود,2015-05-30,1436-05-30,Male,REG138739,244877794,National_ID,https://files.catbox.moe/tw1jzy.jpg
306,324,Second Primary,الثاني الابتدائي,Maha,مها,Saud Nader Jamil Haddad,إسماعيل عمر نور حسن,2013-01-02,1434-01-02,Female,REG537445,233574036,Iqama,https://files.catbox.moe/tyqlaa.jpg
307,422,Second Primary,الثاني الابتدائي,Hala,هاله,Saud Nader Jamil Haddad,إسماعيل عمر نور حسن,2016-09-23,1437-09-23,Female,REG932609,285143874,Iqama,https://files.catbox.moe/r5nj4o.jpg
311,356,Second Primary,الثاني الابتدائي,Nihal,نهال,Saud Turki Khalid Al Mutairi,باسل نادر رامي كنعان,2017-07-28,1438-07-28,Female,REG303307,222441028,Iqama,https://files.catbox.moe/tyqlaa.jpg
319,283,Second Primary,الثاني الابتدائي,Omar,عمر,Nader Bassel Jamil Azar,كرم باسل جميل عازر,2012-01-21,1433-01-21,Male,REG564037,139992705,Iqama,https://files.catbox.moe/tw1jzy.jpg
324,255,Second Primary,الثاني الابتدائي,Ahmed,احمد,Nasser Fahad Turki Al Otaibi,خالد سعود خالد آل سعود,2013-05-03,1434-05-03,Male,REG288926,263978726,National_ID,https://files.catbox.moe/tw1jzy.jpg
327,261,Second Primary,الثاني الابتدائي,Omar,عمر,Hassan Ahmed Ahmed El Sayed,أحمد مصطفى مصطفى إبراهيم,2007-06-15,1428-06-15,Male,REG986576,229187370,Iqama,https://files.catbox.moe/2l6fok.jpg
332,242,Second Primary,الثاني الابتدائي,Nader,نادر,Omar Omar Abdelrahman Abdelrahman,أحمد حسن مصطفى توفيق,2011-04-12,1432-04-12,Male,REG820317,272119852,National_ID,https://files.catbox.moe/ypraoq.jpg
335,560,Second Primary,الثاني الابتدائي,Huda,هدي,Tarek Mostafa Youssef Tawfik,عبد الرحمن إسماعيل نور عبد الرحمن,2007-05-05,1428-05-05,Female,REG745731,297596311,National_ID,https://files.catbox.moe/r5nj4o.jpg
337,525,Second Primary,الثاني الابتدائي,Rania,رانيا,Abdullah Saud Saud Al Qahtani,عبدالله عبدالله سعود العتيبي,2014-08-01,1435-08-01,Female,REG221109,161419606,Iqama,https://files.catbox.moe/r5nj4o.jpg
343,373,Second Primary,الثاني الابتدائي,Fatima,فاطمه,Nour Abdelrahman Mohamed Ibrahim,كرم نادر رامي خوري,2007-10-14,1428-10-14,Female,REG992005,292173340,National_ID,https://files.catbox.moe/r5nj4o.jpg
347,237,Second Primary,الثاني الابتدائي,Mostafa,مصطفى,Fahad Saud Abdullah Al Qahtani,خالد فهد سعود الحربي,2012-05-25,1433-05-25,Male,REG142599,166284272,Iqama,https://files.catbox.moe/2l6fok.jpg
351,458,Second Primary,الثاني الابتدائي,Nihal,نهال,Mostafa Tarek Tarek Tawfik,حسن مصطفى أحمد السيد,2014-04-30,1435-04-30,Female,REG389666,215454675,Iqama,https://files.catbox.moe/tyqlaa.jpg
353,277,Second Primary,الثاني الابتدائي,Saud,سعود,Mansour Karam Karam Azar,طارق حسن يوسف فريد,2014-03-15,1435-03-15,Male,REG288175,175208327,National_ID,https://files.catbox.moe/2l6fok.jpg
357,270,Second Primary,الثاني الابتدائي,Khalid,خالد,Turki Abdullah Saud Al Harbi,جميل نادر رامي كنعان,2008-12-20,1429-12-20,Male,REG203651,277089418,National_ID,https://files.catbox.moe/23kp94.jpg
359,274,Second Primary,الثاني الابتدائي,Bassel,باسل,Turki Abdullah Saud Al Harbi,جميل نادر رامي كنعان,2006-12-12,1427-12-12,Male,REG740680,157848048,National_ID,https://files.catbox.moe/23kp94.jpg
364,298,Second Primary,الثاني الابتدائي,Mohamed,محمد,Karam Bassel Rami Jaber,خالد سعود فهد الحربي,2011-11-27,1432-11-27,Male,REG945968,293812183,National_ID,https://files.catbox.moe/ypraoq.jpg
367,554,Second Primary,الثاني الابتدائي,Abeer,عبير,Nader Nader Karam Azar,باسل جميل باسل جابر,2015-09-27,1436-09-27,Female,REG285402,284064986,National_ID,https://files.catbox.moe/tyqlaa.jpg
377,531,Second Primary,الثاني الابتدائي,Huda,هدي,Omar Ismail Abdelrahman Hassan,نادر باسل جميل عازر,2014-05-06,1435-05-06,Female,REG497235,269090405,National_ID,https://files.catbox.moe/r5nj4o.jpg
381,441,Second Primary,الثاني الابتدائي,Diala,ديالا,Omar Omar Mohamed Mustafa,عمر عمر عبد الرحمن عبد الرحمن,2017-06-17,1438-06-17,Female,REG644524,140697863,Iqama,https://files.catbox.moe/r5nj4o.jpg
384,522,Second Primary,الثاني الابتدائي,Maha,مها,Mohammed Jamil Nader Jaber,عبدالله سعود القحطاني,2018-07-15,1439-07-15,Female,REG630917,127523934,National_ID,https://files.catbox.moe/tyqlaa.jpg
390,269,Second Primary,الثاني الابتدائي,Omar,عمر,Tarek Ahmed Tarek El Sayed,نور عبد الرحمن محمد إبراهيم,2019-01-31,1440-01-31,Male,REG574809,173460154,Iqama,https://files.catbox.moe/2l6fok.jpg
404,241,Second Primary,الثاني الابتدائي,Abdelrahman,عبد الرحمن,Mostafa Ahmed Mostafa Mahmoud,مصطفى طارق أحمد فريد,2007-09-05,1428-09-05,Male,REG300993,160490650,Iqama,https://files.catbox.moe/23kp94.jpg
405,377,Second Primary,الثاني الابتدائي,Samar,سمر,Mostafa Ahmed Mostafa Mahmoud,مصطفى طارق أحمد فريد,2007-02-26,1428-02-26,Female,REG783608,114575739,Iqama,https://files.catbox.moe/r5nj4o.jpg
412,265,Second Primary,الثاني الابتدائي,Bassel,باسل,Tarek Tarek Mostafa Ibrahim,نادر نادر كرم عازر,2016-01-30,1437-01-30,Male,REG693386,268143032,Iqama,https://files.catbox.moe/2l6fok.jpg
415,515,Second Primary,الثاني الابتدائي,Huda,هدي,Abdullah Nader Jamil Kanaan,أحمد مصطفى يوسف محمود,2010-04-21,1431-04-21,Female,REG727856,150208376,Iqama,https://files.catbox.moe/r5nj4o.jpg
424,585,Second Primary,الثاني الابتدائي,Hala,هاله,Fahad Abdullah Saud Al Mutairi,عمر إسماعيل عبد الرحمن حسن,2008-04-28,1429-04-28,Female,REG146307,161451515,National_ID,https://files.catbox.moe/r5nj4o.jpg
428,295,Second Primary,الثاني الابتدائي,Abdelrahman,عبد الرحمن,Mahmoud Omar Ismail Abdelrahman,عمر عمر محمد مصطفى,2013-07-29,1434-07-29,Male,REG880158,245858732,Iqama,https://files.catbox.moe/2l6fok.jpg
437,534,Second Primary,الثاني الابتدائي,Fatima,فاطمه,Tarek Youssef Mostafa Ibrahim,تركي تركي تركي آل سعود,2006-12-01,1427-12-01,Female,REG408897,156864414,Iqama,https://files.catbox.moe/tyqlaa.jpg
443,292,Second Primary,الثاني الابتدائي,Nour,نور,Saud Khalid Fahad Al Qahtani,طارق طارق مصطفى إبراهيم,2014-11-04,1435-11-04,Male,REG695772,235690023,National_ID,https://files.catbox.moe/2l6fok.jpg
451,241,Second Primary,الثاني الابتدائي,Ahmed,احمد,Tarek Tarek Hassan Mahmoud,حسن أحمد أحمد توفيق,2012-07-04,1433-07-04,Male,REG160037,224222815,Iqama,https://files.catbox.moe/tw1jzy.jpg
452,327,Second Primary,الثاني الابتدائي,Rania,رانيا,Tarek Tarek Hassan Mahmoud,حسن أحمد أحمد توفيق,2018-03-01,1439-03-01,Female,REG466956,121618648,Iqama,https://files.catbox.moe/tyqlaa.jpg
465,567,Second Primary,الثاني الابتدائي,Diala,ديالا,Mansour Fahad Turki Al Saud,سعود خالد فهد القحطاني,2009-11-17,1430-11-17,Female,REG118088,191119702,National_ID,https://files.catbox.moe/r5nj4o.jpg
471,251,Second Primary,الثاني الابتدائي,Saud,سعود,Khalid Bassel Rami Kanaan,طارق طارق حسن محمود,2006-07-08,1427-07-08,Male,REG299886,134341893,Iqama,https://files.catbox.moe/23kp94.jpg
480,550,Second Primary,الثاني الابتدائي,Dina,دينا,Khalid Fahad Fahad Al Saud,عمر نور عمر مصطفى,2014-02-13,1435-02-13,Female,REG910887,289715041,Iqama,https://files.catbox.moe/r5nj4o.jpg
485,478,Second Primary,الثاني الابتدائي,Rasha,رشا,Nour Ismail Nour Abdelrahman,طارق يوسف أحمد إبراهيم,2010-10-15,1431-10-15,Female,REG236737,123076963,National_ID,https://files.catbox.moe/r5nj4o.jpg
492,270,Second Primary,الثاني الابتدائي,Nour,نور,Mohammed Mohamed Nour Ibrahim,نور إسماعيل نور عبد الرحمن,2011-05-17,1432-05-17,Male,REG284935,256010711,Iqama,https://files.catbox.moe/ypraoq.jpg
100,202,Second secondary,الثاني ثانوي,Bassel,باسل,Rami Bassel Bassel Jaber,ناصر كرم باسل خوري,2014-03-14,1435-03-14,Male,REG493433,237298043,National_ID,https://files.catbox.moe/pm003z.jpg
101,133,Second secondary,الثاني ثانوي,Omar,عمر,Rami Bassel Bassel Jaber,ناصر كرم باسل خوري,2017-04-14,1438-04-14,Male,REG433695,112261367,National_ID,https://files.catbox.moe/pm003z.jpg
102,229,Second secondary,الثاني ثانوي,Abeer,عبير,Rami Bassel Bassel Jaber,ناصر كرم باسل خوري,2013-10-20,1434-10-20,Female,REG267665,187317872,National_ID,https://files.catbox.moe/178hjt.png
105,231,Second secondary,الثاني ثانوي,Mona,مني,Rami Bassel Bassel Jaber,ناصر كرم باسل خوري,2009-06-05,1430-06-05,Female,REG842607,256988754,National_ID,https://files.catbox.moe/su8v9w.png
108,228,Second secondary,الثاني ثانوي,Maha,مها,Jamil Nader Karam Jaber,بدر جميل باسل كنعان,2016-05-20,1437-05-20,Female,REG397038,293700313,Iqama,https://files.catbox.moe/178hjt.png
111,140,Second secondary,الثاني ثانوي,Mostafa,مصطفى,Jamil Nader Karam Jaber,بدر جميل باسل كنعان,2008-10-01,1429-10-01,Male,REG304170,125405491,Iqama,https://files.catbox.moe/pusrqu.jpg
115,235,Second secondary,الثاني ثانوي,Salma,سلمي,Ismail Omar Nour Hassan,منصور رامي رامي خوري,2012-02-20,1433-02-20,Female,REG969124,161170855,Iqama,https://files.catbox.moe/68hhzz.png
117,106,Second secondary,الثاني ثانوي,Karam,كرم,Ismail Omar Nour Hassan,منصور رامي رامي خوري,2018-08-14,1439-08-14,Male,REG495041,239866199,Iqama,https://files.catbox.moe/pm003z.jpg
123,228,Second secondary,الثاني ثانوي,Noura,نورا,Bassel Nader Rami Kanaan,هشام أحمد أحمد إبراهيم,2010-12-25,1431-12-25,Female,REG715478,279925526,Iqama,https://files.catbox.moe/68hhzz.png
125,232,Second secondary,الثاني ثانوي,Rania,رانيا,Bassel Nader Rami Kanaan,هشام أحمد أحمد إبراهيم,2008-12-08,1429-12-08,Female,REG786733,295457114,Iqama,https://files.catbox.moe/su8v9w.png
129,219,Second secondary,الثاني ثانوي,Fahad,فهد,Hassan Ahmed Tarek Ibrahim,كريم طارق حسن السيد,2013-02-10,1434-02-10,Male,REG795050,155647363,Iqama,https://files.catbox.moe/pusrqu.jpg
130,128,Second secondary,الثاني ثانوي,Hassan,حسن,Hassan Ahmed Tarek Ibrahim,كريم طارق حسن السيد,2015-09-23,1436-09-23,Male,REG959839,160011919,Iqama,https://files.catbox.moe/pm003z.jpg
131,230,Second secondary,الثاني ثانوي,Nihal,نهال,Hassan Ahmed Tarek Ibrahim,كريم طارق حسن السيد,2008-08-07,1429-08-07,Female,REG431697,267525643,Iqama,https://files.catbox.moe/su8v9w.png
145,230,Second secondary,الثاني ثانوي,Nihal,نهال,Mansour Bassel Bassel Jaber,أحمد حسن مصطفى إبراهيم,2011-12-26,1432-12-26,Female,REG573587,239381867,National_ID,https://files.catbox.moe/178hjt.png
147,176,Second secondary,الثاني ثانوي,Bassel,باسل,Mansour Bassel Bassel Jaber,أحمد حسن مصطفى إبراهيم,2013-06-13,1434-06-13,Male,REG424778,216479581,National_ID,https://files.catbox.moe/pusrqu.jpg
148,212,Second secondary,الثاني ثانوي,Mostafa,مصطفى,Khalid Rami Bassel Kanaan,تركي رامي نادر عازر,2008-03-30,1429-03-30,Male,REG187762,136962662,National_ID,https://files.catbox.moe/pm003z.jpg
151,128,Second secondary,الثاني ثانوي,Turki,تركي,Khalid Rami Bassel Kanaan,تركي رامي نادر عازر,2014-07-31,1435-07-31,Male,REG748011,295715868,National_ID,https://files.catbox.moe/pm003z.jpg
154,106,Second secondary,الثاني ثانوي,Youssef,يوسف,Khalid Rami Bassel Kanaan,تركي رامي نادر عازر,2012-03-29,1433-03-29,Male,REG567874,289172609,National_ID,https://files.catbox.moe/pusrqu.jpg
157,228,Second secondary,الثاني ثانوي,Samar,سمر,Karam Bassel Jamil Azar,عبدالله خالد سعود العتيبي,2008-05-14,1429-05-14,Female,REG125026,264245231,National_ID,https://files.catbox.moe/178hjt.png
159,233,Second secondary,الثاني ثانوي,Maha,مها,Karam Bassel Jamil Azar,عبدالله خالد سعود العتيبي,2014-11-11,1435-11-11,Female,REG725075,163949898,National_ID,https://files.catbox.moe/68hhzz.png
162,135,Second secondary,الثاني ثانوي,Ismail,إسماعيل,Mohammed Rami Bassel Azar,سعود نادر جميل حداد,2011-07-13,1432-07-13,Male,REG367609,151212635,National_ID,https://files.catbox.moe/pm003z.jpg
164,215,Second secondary,الثاني ثانوي,Khalid,خالد,Mohammed Rami Bassel Azar,سعود نادر جميل حداد,2018-11-23,1439-11-23,Male,REG563985,293009525,National_ID,https://files.catbox.moe/pusrqu.jpg
165,197,Second secondary,الثاني ثانوي,Khalid,خالد,Mohammed Rami Bassel Azar,سعود نادر جميل حداد,2018-01-31,1439-01-31,Male,REG743813,251590697,National_ID,https://files.catbox.moe/pm003z.jpg
167,141,Second secondary,الثاني ثانوي,Bassel,باسل,Mohammed Rami Bassel Azar,سعود نادر جميل حداد,2009-03-24,1430-03-24,Male,REG424563,259793956,National_ID,https://files.catbox.moe/pusrqu.jpg
168,134,Second secondary,الثاني ثانوي,Nader,نادر,Mohammed Rami Bassel Azar,سعود نادر جميل حداد,2017-01-21,1438-01-21,Male,REG694168,143552631,National_ID,https://files.catbox.moe/pm003z.jpg
171,231,Second secondary,الثاني ثانوي,Fatima,فاطمه,Faisal Saud Saud Al Saud,ناصر فهد تركي العتيبي,2017-04-06,1438-04-06,Female,REG349381,171572546,National_ID,https://files.catbox.moe/68hhzz.png
173,176,Second secondary,الثاني ثانوي,Ismail,إسماعيل,Faisal Saud Saud Al Saud,ناصر فهد تركي العتيبي,2007-07-08,1428-07-08,Male,REG896146,160799640,National_ID,https://files.catbox.moe/pusrqu.jpg
176,233,Second secondary,الثاني ثانوي,Salma,سلمي,Khalid Saud Khalid Al Saud,طارق مصطفى يوسف توفيق,2019-02-25,1440-02-25,Female,REG225633,139612098,National_ID,https://files.catbox.moe/178hjt.png
180,229,Second secondary,الثاني ثانوي,Samar,سمر,Khalid Saud Khalid Al Saud,طارق مصطفى يوسف توفيق,2006-07-12,1427-07-12,Female,REG704601,165369282,National_ID,https://files.catbox.moe/su8v9w.png
181,218,Second secondary,الثاني ثانوي,Fahad,فهد,Ahmed Youssef Ahmed Tawfik,منصور كرم كرم عازر,2008-01-24,1429-01-24,Male,REG386015,212998590,Iqama,https://files.catbox.moe/pusrqu.jpg
185,147,Second secondary,الثاني ثانوي,Karam,كرم,Ahmed Youssef Ahmed Tawfik,منصور كرم كرم عازر,2011-04-29,1432-04-29,Male,REG796844,247112012,Iqama,https://files.catbox.moe/pm003z.jpg
186,108,Second secondary,الثاني ثانوي,Abdelrahman,عبد الرحمن,Omar Omar Abdelrahman Abdelrahman,خالد عبد الله تركي العتيبي,2014-01-10,1435-01-10,Male,REG718667,179054276,Iqama,https://files.catbox.moe/pusrqu.jpg
188,229,Second secondary,الثاني ثانوي,Dina,دينا,Omar Omar Abdelrahman Abdelrahman,خالد عبد الله تركي العتيبي,2016-05-06,1437-05-06,Female,REG751283,252423061,Iqama,https://files.catbox.moe/68hhzz.png
189,136,Second secondary,الثاني ثانوي,Mohamed,محمد,Omar Omar Abdelrahman Abdelrahman,خالد عبد الله تركي العتيبي,2018-07-20,1439-07-20,Male,REG288625,171700369,Iqama,https://files.catbox.moe/pm003z.jpg
196,176,Second secondary,الثاني ثانوي,Fahad,فهد,Ahmed Mostafa Mostafa Ibrahim,فيصل تركي سعود المطيري,2010-11-01,1431-11-01,Male,REG963436,128606285,National_ID,https://files.catbox.moe/pusrqu.jpg
200,230,Second secondary,الثاني ثانوي,Maha,مها,Ahmed Mostafa Mostafa Ibrahim,فيصل تركي سعود المطيري,2009-08-29,1430-08-29,Female,REG189801,171388931,National_ID,https://files.catbox.moe/68hhzz.png
204,161,Second secondary,الثاني ثانوي,Turki,تركي,Ahmed Hassan Mostafa Tawfik,فهد باسل جميل عازر,2018-05-04,1439-05-04,Male,REG185967,289098826,National_ID,https://files.catbox.moe/pusrqu.jpg
205,234,Second secondary,الثاني ثانوي,Fatima,فاطمه,Ahmed Hassan Mostafa Tawfik,فهد باسل جميل عازر,2006-11-12,1427-11-12,Female,REG150979,249961029,National_ID,https://files.catbox.moe/178hjt.png
207,172,Second secondary,الثاني ثانوي,Karam,كرم,Abdelrahman Ismail Nour Abdelrahman,عمر محمد عمر مصطفى,2014-01-29,1435-01-29,Male,REG575820,110003124,Iqama,https://files.catbox.moe/pusrqu.jpg
214,156,Second secondary,الثاني ثانوي,Rami,رامي,Abdullah Abdullah Saud Al Otaibi,عبد الله نادر جميل كنعان,2010-10-04,1431-10-04,Male,REG235703,181255501,National_ID,https://files.catbox.moe/pm003z.jpg
219,231,Second secondary,الثاني ثانوي,Diala,ديالا,Karam Nader Rami Khoury,يوسف مصطفى أحمد السيد,2016-12-31,1437-12-31,Female,REG382871,271224952,Iqama,https://files.catbox.moe/68hhzz.png
220,232,Second secondary,الثاني ثانوي,Rasha,رشا,Karam Nader Rami Khoury,يوسف مصطفى أحمد السيد,2008-11-19,1429-11-19,Female,REG511112,126383638,Iqama,https://files.catbox.moe/68hhzz.png
223,228,Second secondary,الثاني ثانوي,Rania,رانيا,Khalid Fahad Saud Al Harbi,محمود عمر إسماعيل عبد الرحمن,2014-03-12,1435-03-12,Female,REG172161,115661912,Iqama,https://files.catbox.moe/68hhzz.png
224,228,Second secondary,الثاني ثانوي,Lina,لينا,Khalid Fahad Saud Al Harbi,محمود عمر إسماعيل عبد الرحمن,2012-10-29,1433-10-29,Female,REG520579,157924470,Iqama,https://files.catbox.moe/su8v9w.png
231,173,Second secondary,الثاني ثانوي,Ahmed,احمد,Hassan Mostafa Ahmed El Sayed,منصور فهد تركي آل سعود,2008-12-02,1429-12-02,Male,REG768066,230383529,National_ID,https://files.catbox.moe/pm003z.jpg
232,230,Second secondary,الثاني ثانوي,Samar,سمر,Hassan Mostafa Ahmed El Sayed,منصور فهد تركي آل سعود,2015-12-27,1436-12-27,Female,REG569637,148203465,National_ID,https://files.catbox.moe/su8v9w.png
234,230,Second secondary,الثاني ثانوي,Najat,نجاة,Hassan Mostafa Ahmed El Sayed,منصور فهد تركي آل سعود,2017-04-03,1438-04-03,Female,REG196103,145251520,National_ID,https://files.catbox.moe/68hhzz.png
4,76,Second Intermediate,الثاني متوسط,Abdelrahman,عبد الرحمن,Fahad Karam Jamil Azar,فهد كرم جميل عازر,2013-06-12,1434-06-12,Male,REG641433,282353076,Iqama,https://files.catbox.moe/ki5ubc.jpg
6,94,Second Intermediate,الثاني متوسط,Omar,عمر,Fahad Karam Jamil Azar,فهد كرم جميل عازر,2013-03-28,1434-03-28,Male,REG531573,155418196,Iqama,https://files.catbox.moe/pusrqu.jpg
11,19,Second Intermediate,الثاني متوسط,Tarek,طارق,Abdelrahman Nour Nour Abdelrahman,عمر إسماعيل عبد الرحمن علي,2018-06-16,1439-06-16,Male,REG201418,274448550,National_ID,https://files.catbox.moe/pusrqu.jpg
12,746,Second Intermediate,الثاني متوسط,Latifa,لطيفة,Abdelrahman Nour Nour Abdelrahman,عمر إسماعيل عبد الرحمن علي,2007-03-11,1428-03-11,Female,REG156819,273971186,National_ID,https://files.catbox.moe/mq2lyu.jpg
13,728,Second Intermediate,الثاني متوسط,Mona,مني,Abdelrahman Nour Nour Abdelrahman,عمر إسماعيل عبد الرحمن علي,2009-03-19,1430-03-19,Female,REG283162,223691918,National_ID,https://files.catbox.moe/mq2lyu.jpg
16,13,Second Intermediate,الثاني متوسط,Nader,نادر,Khalid Turki Abdullah Al Saud,عبدالله سعود آل سعود,2010-10-21,1431-10-21,Male,REG389954,151013764,Iqama,https://files.catbox.moe/ki5ubc.jpg
18,19,Second Intermediate,الثاني متوسط,Hassan,حسن,Khalid Turki Abdullah Al Saud,عبدالله سعود آل سعود,2009-01-28,1430-01-28,Male,REG575045,296400724,Iqama,https://files.catbox.moe/ki5ubc.jpg
21,5,Second Intermediate,الثاني متوسط,Khalid,خالد,Khalid Turki Abdullah Al Saud,عبدالله سعود آل سعود,2014-09-07,1435-09-07,Male,REG289453,130869869,Iqama,https://files.catbox.moe/pusrqu.jpg
22,77,Second Intermediate,الثاني متوسط,Bassel,باسل,Omar Ismail Abdelrahman Ali,يوسف عمر عبد الرحمن علي,2015-12-12,1436-12-12,Male,REG153576,220087667,Iqama,https://files.catbox.moe/pusrqu.jpg
28,83,Second Intermediate,الثاني متوسط,Ismail,إسماعيل,Omar Ismail Abdelrahman Ali,يوسف عمر عبد الرحمن علي,2011-12-10,1432-12-10,Male,REG323170,272387557,Iqama,https://files.catbox.moe/pusrqu.jpg
34,14,Second Intermediate,الثاني متوسط,Fahad,فهد,Abdullah Saud Saud Al Saud,ناصر عبدالله سعود القحطاني,2015-09-23,1436-09-23,Male,REG389536,280611385,National_ID,https://files.catbox.moe/pusrqu.jpg
35,753,Second Intermediate,الثاني متوسط,Diala,ديالا,Abdullah Saud Saud Al Saud,ناصر عبدالله سعود القحطاني,2017-03-01,1438-03-01,Female,REG140347,197757980,National_ID,https://files.catbox.moe/emgnbf.jpg
40,74,Second Intermediate,الثاني متوسط,Turki,تركي,Youssef Omar Abdelrahman Ali,بدر نور نور علي,2013-03-25,1434-03-25,Male,REG847719,131535556,Iqama,https://files.catbox.moe/pusrqu.jpg
42,691,Second Intermediate,الثاني متوسط,Noura,نورا,Youssef Omar Abdelrahman Ali,بدر نور نور علي,2013-07-01,1434-07-01,Female,REG392573,260252840,Iqama,https://files.catbox.moe/mq2lyu.jpg
